year,driver_name,driver_number,team_name,session_1_type,circuit_name,circuit_key,event_name,session_1_avg_lap_time,session_1_starting_air_temp,session_1_starting_humidity,session_1_starting_pressure,session_1_starting_rainfall,session_1_starting_track_temp,session_1_starting_wind_direction,session_1_starting_wind_speed,session_1_ending_air_temp,session_1_ending_humidity,session_1_ending_pressure,session_1_ending_rainfall,session_1_ending_track_temp,session_1_ending_wind_direction,session_1_ending_wind_speed,session_2_type,session_2_avg_lap_time,session_2_starting_air_temp,session_2_starting_humidity,session_2_starting_pressure,session_2_starting_rainfall,session_2_starting_track_temp,session_2_starting_wind_direction,session_2_starting_wind_speed,session_2_ending_air_temp,session_2_ending_humidity,session_2_ending_pressure,session_2_ending_rainfall,session_2_ending_track_temp,session_2_ending_wind_direction,session_2_ending_wind_speed,session_3_type,session_3_avg_lap_time,session_3_starting_air_temp,session_3_starting_humidity,session_3_starting_pressure,session_3_starting_rainfall,session_3_starting_track_temp,session_3_starting_wind_direction,session_3_starting_wind_speed,session_3_ending_air_temp,session_3_ending_humidity,session_3_ending_pressure,session_3_ending_rainfall,session_3_ending_track_temp,session_3_ending_wind_direction,session_3_ending_wind_speed,session_4_type,session_4_final_position,session_4_q1_best_lap,session_4_q2_best_lap,session_4_q3_best_lap,session_4_gap_to_fastest,session_4_starting_air_temp,session_4_starting_humidity,session_4_starting_pressure,session_4_starting_rainfall,session_4_starting_track_temp,session_4_starting_wind_direction,session_4_starting_wind_speed,session_4_ending_air_temp,session_4_ending_humidity,session_4_ending_pressure,session_4_ending_rainfall,session_4_ending_track_temp,session_4_ending_wind_direction,session_4_ending_wind_speed,session_5_type,session_5_final_position,session_5_avg_lap_time,session_5_starting_air_temp,session_5_starting_humidity,session_5_starting_pressure,session_5_starting_rainfall,session_5_starting_track_temp,session_5_starting_wind_direction,session_5_starting_wind_speed,session_5_ending_air_temp,session_5_ending_humidity,session_5_ending_pressure,session_5_ending_rainfall,session_5_ending_track_temp,session_5_ending_wind_direction,session_5_ending_wind_speed,session_2_final_position,session_2_q1_best_lap,session_2_q2_best_lap,session_2_q3_best_lap,session_2_gap_to_fastest,session_3_final_position
2025,M VERSTAPPEN,1,Red Bull Racing,Practice,Melbourne,10.0,Australian Grand Prix,101.70464705882353,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,93.9740588235294,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,103.65118181818184,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,3.0,76.018,75.565,75.481,0.3849999999999909,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,2.0,103.34115094339624,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,L NORRIS,4,McLaren,Practice,Melbourne,10.0,Australian Grand Prix,100.951375,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,99.31133333333334,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,109.74293333333333,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,1.0,75.912,75.415,75.096,0.0,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,1.0,103.42830188679248,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,G BORTOLETO,5,Kick Sauber,Practice,Melbourne,10.0,Australian Grand Prix,105.51493750000002,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,95.10856521739132,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,110.59521428571428,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,15.0,76.516,77.52,,2.4239999999999924,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,16.0,102.65563414634146,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,I HADJAR,6,Racing Bulls,Practice,Melbourne,10.0,Australian Grand Prix,103.36904545454546,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,97.80911538461538,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,102.92053846153848,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,11.0,76.354,76.175,,1.0789999999999935,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,20.0,,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,J DOOHAN,7,Alpine,Practice,Melbourne,10.0,Australian Grand Prix,103.17929411764706,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,92.79564,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,108.58453846153849,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,14.0,76.315,76.863,,1.766999999999996,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,19.0,,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,P GASLY,10,Alpine,Practice,Melbourne,10.0,Australian Grand Prix,93.52658823529411,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,98.08433333333332,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,98.92726666666668,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,9.0,76.328,76.112,75.98,0.8840000000000003,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,11.0,104.88916666666664,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,A ANTONELLI,12,Mercedes,Practice,Melbourne,10.0,Australian Grand Prix,102.13375,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,94.1804,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,103.451,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,16.0,76.525,,,1.429000000000002,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,4.0,104.57937037037036,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,F ALONSO,14,Aston Martin,Practice,Melbourne,10.0,Australian Grand Prix,91.66263157894736,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,92.65395833333332,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,97.73264705882352,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,12.0,76.288,76.453,,1.356999999999999,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,17.0,98.51737931034482,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,C LECLERC,16,Ferrari,Practice,Melbourne,10.0,Australian Grand Prix,101.68476470588236,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,94.13892592592592,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,104.45564285714283,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,7.0,76.029,75.827,75.755,0.6589999999999918,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,8.0,103.9335283018868,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
2025,L STROLL,18,Aston Martin,Practice,Melbourne,10.0,Australian Grand Prix,103.5735,23.8,48.0,1018.4,False,39.3,0.0,0.0,24.3,54.0,1017.9,False,43.2,0.0,0.9,Practice,93.28383333333336,24.3,64.0,1017.3,False,43.3,122.0,0.6,22.9,67.0,1016.8,False,37.7,109.0,1.3,Practice,100.12523529411764,31.5,45.0,1014.0,False,36.5,265.0,0.8,28.6,51.0,1012.7,False,40.4,0.0,0.7,Qualifying,13.0,76.369,76.483,,1.3870000000000005,32.5,41.0,1009.9,False,40.5,0.0,0.7,31.4,36.0,1008.9,False,40.7,161.0,0.7,Race,6.0,104.73012962962964,15.8,91.0,1009.2,True,18.8,211.0,2.6,16.2,71.0,1010.4,False,18.7,215.0,2.8,,,,,,
