year,driver_name,driver_number,team_name,session_1_type,circuit_name,circuit_key,event_name,session_1_avg_lap_time,session_1_starting_air_temp,session_1_starting_humidity,session_1_starting_pressure,session_1_starting_rainfall,session_1_starting_track_temp,session_1_starting_wind_direction,session_1_starting_wind_speed,session_1_ending_air_temp,session_1_ending_humidity,session_1_ending_pressure,session_1_ending_rainfall,session_1_ending_track_temp,session_1_ending_wind_direction,session_1_ending_wind_speed,session_2_type,session_2_avg_lap_time,session_2_starting_air_temp,session_2_starting_humidity,session_2_starting_pressure,session_2_starting_rainfall,session_2_starting_track_temp,session_2_starting_wind_direction,session_2_starting_wind_speed,session_2_ending_air_temp,session_2_ending_humidity,session_2_ending_pressure,session_2_ending_rainfall,session_2_ending_track_temp,session_2_ending_wind_direction,session_2_ending_wind_speed,session_3_type,session_3_avg_lap_time,session_3_starting_air_temp,session_3_starting_humidity,session_3_starting_pressure,session_3_starting_rainfall,session_3_starting_track_temp,session_3_starting_wind_direction,session_3_starting_wind_speed,session_3_ending_air_temp,session_3_ending_humidity,session_3_ending_pressure,session_3_ending_rainfall,session_3_ending_track_temp,session_3_ending_wind_direction,session_3_ending_wind_speed,session_4_type,session_4_final_position,session_4_q1_best_lap,session_4_q2_best_lap,session_4_q3_best_lap,session_4_gap_to_fastest,session_4_starting_air_temp,session_4_starting_humidity,session_4_starting_pressure,session_4_starting_rainfall,session_4_starting_track_temp,session_4_starting_wind_direction,session_4_starting_wind_speed,session_4_ending_air_temp,session_4_ending_humidity,session_4_ending_pressure,session_4_ending_rainfall,session_4_ending_track_temp,session_4_ending_wind_direction,session_4_ending_wind_speed,session_5_type,session_5_final_position,session_5_avg_lap_time,session_5_starting_air_temp,session_5_starting_humidity,session_5_starting_pressure,session_5_starting_rainfall,session_5_starting_track_temp,session_5_starting_wind_direction,session_5_starting_wind_speed,session_5_ending_air_temp,session_5_ending_humidity,session_5_ending_pressure,session_5_ending_rainfall,session_5_ending_track_temp,session_5_ending_wind_direction,session_5_ending_wind_speed,session_2_final_position,session_2_q1_best_lap,session_2_q2_best_lap,session_2_q3_best_lap,session_2_gap_to_fastest,session_4_avg_lap_time
2021,D RICCIARDO,3,McLaren,Practice,Sakhir,63.0,Bahrain Grand Prix,107.5268125,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,106.48805263157894,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,113.87433333333335,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,6.0,90.795,90.222,89.927,0.9300000000000068,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,7.0,98.8882909090909,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,L NORRIS,4,McLaren,Practice,Sakhir,63.0,Bahrain Grand Prix,110.45146666666666,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,107.3337727272727,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,119.615,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,7.0,90.902,90.099,89.974,0.977000000000004,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,4.0,98.51447272727272,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,S VETTEL,5,Aston Martin,Practice,Sakhir,63.0,Bahrain Grand Prix,108.58735294117648,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,106.37504347826088,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,113.26945454545454,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,18.0,92.056,,,3.0589999999999975,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,15.0,100.95343636363636,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,N LATIFI,6,Williams,Practice,Sakhir,63.0,Bahrain Grand Prix,108.79461111111112,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,105.41324,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,118.29425,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,17.0,91.936,,,2.939000000000007,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,18.0,102.55860784313724,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,K RAIKKONEN,7,Alfa Romeo Racing,Practice,Sakhir,63.0,Bahrain Grand Prix,106.60181818181816,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,105.96725,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,111.2812,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,14.0,91.547,91.238,,2.2409999999999997,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,11.0,100.227875,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,N MAZEPIN,9,Haas F1 Team,Practice,Sakhir,63.0,Bahrain Grand Prix,117.63283333333334,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,112.15913333333334,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,108.0054,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,20.0,93.273,,,4.275999999999996,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,20.0,,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,P GASLY,10,AlphaTauri,Practice,Sakhir,63.0,Bahrain Grand Prix,107.12358823529412,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,105.2558695652174,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,109.327125,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,5.0,90.848,90.513,89.809,0.8119999999999976,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,17.0,100.1814901960784,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,S PEREZ,11,Red Bull Racing,Practice,Sakhir,63.0,Bahrain Grand Prix,113.14458333333334,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,107.4217,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,114.46542857142856,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,11.0,91.165,90.659,,1.662000000000006,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,5.0,99.57042857142856,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,F ALONSO,14,Alpine,Practice,Sakhir,63.0,Bahrain Grand Prix,103.44961538461536,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,103.8095,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,115.47636363636364,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,9.0,90.863,90.595,90.249,1.2519999999999951,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,19.0,102.29045161290324,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
2021,C LECLERC,16,Ferrari,Practice,Sakhir,63.0,Bahrain Grand Prix,113.2707,34.2,28.8,1009.4,False,47.4,89.0,0.2,36.2,22.3,1008.9,False,44.4,37.0,0.3,Practice,107.45990909090912,28.3,48.4,1008.8,False,33.9,347.0,0.8,27.9,42.9,1008.9,False,31.6,355.0,0.4,Practice,117.37776923076925,38.6,9.9,1008.5,False,49.2,205.0,0.3,37.4,11.4,1008.1,False,44.7,197.0,0.5,Qualifying,4.0,90.691,90.01,89.678,0.6809999999999974,30.4,42.3,1008.4,False,35.6,355.0,0.8,28.4,41.1,1010.4,False,32.9,351.0,0.9,Race,6.0,98.68725454545456,20.9,56.4,1014.8,False,29.9,6.0,1.0,20.6,52.7,1015.1,False,26.1,9.0,0.9,,,,,,
